move_id,name,type,category,power,accuracy,pp,priority,target,contact,status_effect,stat_effect,effect_description,source,source_url,category_gen1,damage_model,is_damaging,is_fixed_damage,is_ohko,multi_hit_min,multi_hit_max,two_turn,high_crit_ratio,recoil_fraction,drain_fraction,self_faints,standard_formula_power,mechanics_source,mechanics_source_url,raw_power_gen1,multi_hit_distribution,two_turn_description,special_rule
60,Hi Jump Kick,Fighting,Physical,85.0,85.0,20,0,single_opponent,not_defined_in_gen1,,,"If this attack misses the target, the user receives 1 HP of damage.",User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,85.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,85.0,,,
61,Horn Attack,Normal,Physical,65.0,100.0,25,0,single_opponent,not_defined_in_gen1,,,Damages the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,65.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,65.0,,,
62,Horn Drill,Normal,Physical,,30.0,5,0,single_opponent,not_defined_in_gen1,,,The target faints; doesn't work on faster or higher-leveled Pokemon.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,ohko,True,False,True,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,OHKO if accuracy check succeeds and target is not higher level/faster as applicable to Gen I rules.
63,Hydro Pump,Water,Special,120.0,80.0,5,0,single_opponent,not_defined_in_gen1,,,Damages the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,standard_formula,True,False,False,,,False,1,,,False,120.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,120.0,,,
64,Hyper Beam,Normal,Physical,150.0,90.0,5,0,single_opponent,not_defined_in_gen1,,,"In Stadium, the user becomes uncontrollable during its next turn. Otherwise, the user attacks on turn one but it doesn't recharge on turn two if it KOs the target, breaks its Substitute or misses entirely.",User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_recharge,True,False,False,,,False,1,,,False,150.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,150.0,,,Requires recharge after successful non-KO/non-miss use in Gen I; exact behavior should follow Gen I battle rules.
65,Hyper Fang,Normal,Physical,80.0,90.0,15,0,single_opponent,not_defined_in_gen1,,,Has a ~10% chance to make the target flinch.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,80.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,80.0,,,
66,Hypnosis,Psychic,Special,,60.0,20,0,single_opponent,not_defined_in_gen1,,,Puts the target to sleep.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
67,Ice Beam,Ice,Special,95.0,100.0,10,0,single_opponent,not_defined_in_gen1,,,Has a ~10% chance to freeze the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,standard_formula,True,False,False,,,False,1,,,False,95.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,95.0,,,
68,Ice Punch,Ice,Special,75.0,100.0,15,0,single_opponent,not_defined_in_gen1,,,Has a ~10% chance to freeze the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,standard_formula,True,False,False,,,False,1,,,False,75.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,75.0,,,
69,Jump Kick,Fighting,Physical,70.0,95.0,20,0,single_opponent,not_defined_in_gen1,,,"If this attack misses the target, the user receives 1 HP of damage.",User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_plus_recoil,True,False,False,,,False,1,0.125,,False,70.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,70.0,,,
70,Karate Chop,Normal,Physical,50.0,100.0,25,0,single_opponent,not_defined_in_gen1,,,Has a high critical hit ratio.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_high_crit,True,False,False,,,False,8,,,False,50.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,50.0,,,
71,Kinesis,Psychic,Special,,80.0,15,0,single_opponent,not_defined_in_gen1,,,Lowers the target's Accuracy by 1 stage.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
72,Leech Life,Bug,Physical,20.0,100.0,15,0,single_opponent,not_defined_in_gen1,,,Restores the user's HP by 1/2 of the damage inflicted on the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,20.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,20.0,,,
73,Leech Seed,Grass,Special,,90.0,10,0,single_opponent,not_defined_in_gen1,,,"The user steals 1/16 of the target's max HP (or more if used in conjunction with Toxic) until either Pokemon uses Haze or the target is switched out or KO'ed; does not work on Grass-type Pokemon, but will work against Pokemon behind Substitutes.",User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
74,Leer,Normal,Physical,,100.0,30,0,single_opponent,not_defined_in_gen1,,,Lowers the target's Defense by 1 stage.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
75,Lick,Ghost,Physical,20.0,100.0,30,0,single_opponent,not_defined_in_gen1,,,Has a ~30% chance to paralyze the target. This move fails against Psychic-type Pokemon.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,20.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,20.0,,,
76,Light Screen,Psychic,Special,,,30,0,single_opponent,not_defined_in_gen1,,,The user receives 1/2 damage from Special attacks until it switches out or either Pokemon uses Haze.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
77,Lovely Kiss,Normal,Physical,,75.0,10,0,single_opponent,not_defined_in_gen1,,,Puts the target to sleep.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
78,Low Kick,Fighting,Physical,50.0,90.0,20,0,single_opponent,not_defined_in_gen1,,,Has a ~30% chance to make the target flinch.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,50.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,50.0,,,
79,Meditate,Psychic,Special,,,40,0,single_opponent,not_defined_in_gen1,,,Raises the user's Attack by 1 stage.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
80,Mega Drain,Grass,Special,40.0,100.0,10,0,single_opponent,not_defined_in_gen1,,,Restores the user's HP by 1/2 of the damage inflicted on the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,standard_plus_drain,True,False,False,,,False,1,,0.5,False,40.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,40.0,,,
81,Mega Kick,Normal,Physical,120.0,75.0,5,0,single_opponent,not_defined_in_gen1,,,Damages the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,120.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,120.0,,,
82,Mega Punch,Normal,Physical,80.0,85.0,20,0,single_opponent,not_defined_in_gen1,,,Damages the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,80.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,80.0,,,
83,Metronome,Normal,Physical,,,10,0,single_opponent,not_defined_in_gen1,,,"The user performs a randomly selected move; almost any move in the game could be picked. Metronome cannot generate itself, Struggle or any move that the user already knows.",User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
84,Mimic,Normal,Physical,,100.0,10,0,single_opponent,not_defined_in_gen1,,,"This move is temporarily replaced by one of the target's moves; after one PP is subtracted to use this move, the replacement move will retain Mimic's remaining PP. The user can select any of the target's moves to copy until the end of the battle or until the user switches out. There are no move restrictions on Mimic other than itself and Struggle. However, in a link battle, Mimic will copy one of the target's attacks randomly.",User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
85,Minimize,Normal,Physical,,,20,0,single_opponent,not_defined_in_gen1,,,Raises the user's Evasion by 1 stage.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
86,Mirror Move,Flying,Status,,100.0,20,0,single_opponent,not_defined_in_gen1,,,"The user performs the last move executed by its target; if applicable, an attack's damage is calculated with the user's stats, level and type(s). This moves fails if the target has not yet used a move. Mirror Move also cannot copy itself.",User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Status,copy_last_move,True,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,Copies the last move used by target; copied move uses user stats/type where applicable.
87,Mist,Ice,Special,,,30,0,single_opponent,not_defined_in_gen1,,,"Protects the user from negative stat modifiers caused by other Pokemon until it switches out. The user's Accuracy and Evasion stats are also protected. Moves that cause negative stat modifiers as a secondary effect, such as Psychic, still deal their regular damage.",User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
88,Night Shade,Ghost,Physical,,100.0,15,0,single_opponent,not_defined_in_gen1,,,Does damage equal to user's level. This move hits Normal-type Pokemon.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,level_based_fixed_damage,True,True,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,Deals damage equal to user level; Gen I type interaction differs from later generations.
89,Pay Day,Normal,Physical,40.0,100.0,20,0,single_opponent,not_defined_in_gen1,,,The player picks up extra money after in-game battles; the money received is equal to: [user's level * 2 * number of times Pay Day is used]. The player does not lose money if the opponent uses Pay Day but the player wins the battle.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,40.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,40.0,,,
90,Peck,Flying,Physical,35.0,100.0,35,0,single_opponent,not_defined_in_gen1,,,Damages the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,35.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,35.0,,,
91,Petal Dance,Grass,Special,70.0,100.0,20,0,single_opponent,not_defined_in_gen1,,,The user attacks uncontrollably for 2-3 turns and then gets confused.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,standard_formula,True,False,False,,,False,1,,,False,70.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,70.0,,,
92,Pin Missile,Bug,Physical,14.0,95.0,20,0,single_opponent,not_defined_in_gen1,,,"Attacks 2-5 times in one turn; if one of these attacks breaks a target's Substitute, the target will take damage for the rest of the hits. This move has a 3/8 chance to hit twice, a 3/8 chance to hit three times, a 1/8 chance to hit four times and a 1/8 chance to hit five times.",User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,multi_hit,True,False,False,2.0,5.0,False,1,,,False,14.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,14.0,2:3/8;3:3/8;4:1/8;5:1/8,,
93,Poison Gas,Poison,Physical,,80.0,40,0,single_opponent,not_defined_in_gen1,,,Poisons the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
94,Poison Sting,Poison,Physical,15.0,100.0,35,0,single_opponent,not_defined_in_gen1,,,Has a ~20% chance to poison the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,15.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,15.0,,,
95,Poisonpowder,Poison,Physical,,75.0,35,0,single_opponent,not_defined_in_gen1,,,Poisons the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
96,Pound,Normal,Physical,40.0,100.0,35,0,single_opponent,not_defined_in_gen1,,,Damages the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,40.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,40.0,,,
97,Psybeam,Psychic,Special,65.0,100.0,20,0,single_opponent,not_defined_in_gen1,,,Has a ~10% chance to confuse the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,standard_formula,True,False,False,,,False,1,,,False,65.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,65.0,,,
98,Psychic,Psychic,Special,90.0,100.0,10,0,single_opponent,not_defined_in_gen1,,,Has a ~30% chance to lower the target's Special by 1 stage.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,standard_formula,True,False,False,,,False,1,,,False,90.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,90.0,,,
99,Psywave,Psychic,Special,,80.0,15,0,single_opponent,not_defined_in_gen1,,,Randomly inflicts set damage between a minimum of 1 HP and a maximum of [1.5x the user's level] HP.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,random_fixed_damage,True,True,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,"Random damage from 1 to 1.5x user level, with Gen I integer/random mechanics."
100,Quick Attack,Normal,Physical,40.0,100.0,30,1,single_opponent,not_defined_in_gen1,,,Usually goes first.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,40.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,40.0,,,
101,Rage,Normal,Physical,20.0,100.0,20,0,single_opponent,not_defined_in_gen1,,,"The user attacks uncontrollably until it faints or its target faints. During this time, the user's Attack increases by 1 stage for each time it is hit by the target. If this move misses, the user continues to attack but has only a 1/256 chance to land a hit.",User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,20.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,20.0,,,
102,Razor Leaf,Grass,Special,55.0,95.0,25,0,single_opponent,not_defined_in_gen1,,,Has a high critical hit ratio.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,standard_high_crit,True,False,False,,,False,8,,,False,55.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,55.0,,,
103,Razor Wind,Normal,Physical,80.0,75.0,10,0,single_opponent,not_defined_in_gen1,,,"The user prepares on turn one, becoming uncontrollable, and then attacks on turn two.",User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,two_turn,True,False,False,,,True,1,,,False,80.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,80.0,,turn_1_prepare;turn_2_attack,
104,Recover,Normal,Physical,,,20,0,single_opponent,not_defined_in_gen1,,,"Restores 1/2 of the user's max HP. However, this move fails if the user's current HP is 511 or 255 HP below its value at full health.",User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
105,Reflect,Psychic,Special,,,20,0,single_opponent,not_defined_in_gen1,,,The user receives 1/2 damage from Physical attacks until it switches out or either Pokemon uses Haze.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
106,Rest,Psychic,Special,,,10,0,single_opponent,not_defined_in_gen1,,,"The user is cured of status effects (and confusion), and recovers full HP, but falls asleep for 2 turns (and then uses a third turn to wake up). However, this move fails if the user's current HP is 511 or 255 HP below its value at full health.",User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
107,Roar,Normal,Physical,,100.0,20,0,single_opponent,not_defined_in_gen1,,,Escapes from wild battles; fails automatically in trainer and link battles.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
108,Rock Slide,Rock,Physical,75.0,90.0,10,0,single_opponent,not_defined_in_gen1,,,Damages the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,75.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,75.0,,,
109,Rock Throw,Rock,Physical,50.0,65.0,15,0,single_opponent,not_defined_in_gen1,,,Damages the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,50.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,50.0,,,
110,Rolling Kick,Fighting,Physical,60.0,85.0,15,0,single_opponent,not_defined_in_gen1,,,Has a ~30% chance to make the target flinch.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,60.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,60.0,,,
111,Sand-Attack,Ground,Physical,,100.0,15,0,single_opponent,not_defined_in_gen1,,,Lowers the target's Accuracy by 1 stage.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
112,Scratch,Normal,Physical,40.0,100.0,35,0,single_opponent,not_defined_in_gen1,,,Damages the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,40.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,40.0,,,
113,Screech,Normal,Physical,,85.0,10,0,single_opponent,not_defined_in_gen1,,,Lowers the target's Defense by 2 stages.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
114,Seismic Toss,Fighting,Physical,,100.0,20,0,single_opponent,not_defined_in_gen1,,,Does damage equal to user's level. Hits Ghost-type Pokemon.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,level_based_fixed_damage,True,True,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,Deals damage equal to user level; Gen I Ghost interaction is version/mechanics-sensitive and should be simulated from rules.
115,Selfdestruct,Normal,Physical,130.0,100.0,5,0,single_opponent,not_defined_in_gen1,,,"The Defense stat of other Pokemon is halved against this attack, essentially doubling the move's base power; causes the user to faint.",User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,self_destruct,True,False,False,,,False,1,,,True,130.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,130.0,,,Uses standard damage with Gen I Defense-halving mechanic; user faints after successful use.
116,Sharpen,Normal,Physical,,,30,0,single_opponent,not_defined_in_gen1,,,Raises the user's Attack by 1 stage.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
117,Sing,Normal,Physical,,55.0,15,0,single_opponent,not_defined_in_gen1,,,Puts the target to sleep.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
118,Skull Bash,Normal,Physical,100.0,100.0,15,0,single_opponent,not_defined_in_gen1,,,"The user prepares on turn one, becoming uncontrollable, and then attacks on turn two.",User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,two_turn,True,False,False,,,True,1,,,False,100.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,100.0,,turn_1_prepare;turn_2_attack,
119,Sky Attack,Flying,Physical,140.0,90.0,5,0,single_opponent,not_defined_in_gen1,,,"The user prepares on turn one, becoming uncontrollable, and then attacks on turn two.",User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,two_turn,True,False,False,,,True,1,,,False,140.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,140.0,,turn_1_prepare;turn_2_attack,
120,Slam,Normal,Physical,80.0,75.0,20,0,single_opponent,not_defined_in_gen1,,,Damages the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,80.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,80.0,,,
